pollster_rating_name,methodology,numeric_grade,start_date,end_date,sample_size,state,candidate_name,percent,transparency_score,population_group,days_until_election
Emerson College,Mixed,2.9,2024-08-05,2024-08-06,1000,Montana,Donald Trump,53.5,7,likely voters,91
YouGov,Online Panel,3,2024-08-04,2024-08-06,1413,National,Kamala Harris,45,9,registered voters,91
YouGov,Online Panel,3,2024-08-04,2024-08-06,1413,National,Donald Trump,43,9,registered voters,91
SurveyUSA,Online Panel,2.8,2024-08-02,2024-08-05,1510,National,Kamala Harris,48,8,likely voters,92
SurveyUSA,Online Panel,2.8,2024-08-02,2024-08-05,1510,National,Donald Trump,45,8,likely voters,92
Marist College,Mixed,2.9,2024-08-01,2024-08-04,1513,National,Kamala Harris,51,7,registered voters,93
Marist College,Mixed,2.9,2024-08-01,2024-08-04,1513,National,Donald Trump,48,7,registered voters,93
Marist College,Mixed,2.9,2024-08-01,2024-08-04,1513,National,Kamala Harris,48,7,registered voters,93
Marist College,Mixed,2.9,2024-08-01,2024-08-04,1513,National,Donald Trump,45,7,registered voters,93
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-07-31,2024-08-04,1001,National,Kamala Harris,46,4,registered voters,93
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-07-31,2024-08-04,1001,National,Donald Trump,48,4,registered voters,93
YouGov,Online Panel,3,2024-07-30,2024-08-02,3092,National,Kamala Harris,50,9,likely voters,95
YouGov,Online Panel,3,2024-07-30,2024-08-02,3092,National,Donald Trump,49,9,likely voters,95
YouGov,Online Panel,3,2024-07-30,2024-08-02,3092,National,Kamala Harris,49,9,likely voters,95
YouGov,Online Panel,3,2024-07-30,2024-08-02,3092,National,Donald Trump,47,9,likely voters,95
Siena College,Live Phone,2.7,2024-07-28,2024-08-01,1199,New York,Kamala Harris,53,7,likely voters,96
Siena College,Live Phone,2.7,2024-07-28,2024-08-01,1199,New York,Donald Trump,39,7,likely voters,96
Siena College,Live Phone,2.7,2024-07-28,2024-08-01,1199,New York,Kamala Harris,49,7,likely voters,96
Siena College,Live Phone,2.7,2024-07-28,2024-08-01,1199,New York,Donald Trump,37,7,likely voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,877,Wisconsin,Kamala Harris,49,10,registered voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,877,Wisconsin,Donald Trump,50,10,registered voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,801,Wisconsin,Kamala Harris,50,10,likely voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,801,Wisconsin,Donald Trump,49,10,likely voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,877,Wisconsin,Kamala Harris,45,10,registered voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,877,Wisconsin,Donald Trump,43,10,registered voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,801,Wisconsin,Kamala Harris,46,10,likely voters,96
Marquette University Law School,Mixed,3,2024-07-24,2024-08-01,801,Wisconsin,Donald Trump,45,10,likely voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,879,National,Kamala Harris,52,10,registered voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,879,National,Donald Trump,48,10,registered voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,683,National,Kamala Harris,53,10,likely voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,683,National,Donald Trump,47,10,likely voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,879,National,Kamala Harris,47,10,registered voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,879,National,Donald Trump,41,10,registered voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,683,National,Kamala Harris,50,10,likely voters,96
Marquette University Law School,Probability Panel,3,2024-07-24,2024-08-01,683,National,Donald Trump,42,10,likely voters,96
YouGov,Online Panel,3,2024-07-27,2024-07-30,1434,National,Kamala Harris,46,9,registered voters,98
YouGov,Online Panel,3,2024-07-27,2024-07-30,1434,National,Donald Trump,44,9,registered voters,98
Ipsos,Probability Panel,2.8,2024-07-26,2024-07-28,876,National,Kamala Harris,43,9.5,registered voters,100
Ipsos,Probability Panel,2.8,2024-07-26,2024-07-28,876,National,Donald Trump,42,9.5,registered voters,100
Emerson College,Mixed,2.9,2024-07-26,2024-07-28,1000,New Hampshire,Kamala Harris,52.4,7,registered voters,100
Emerson College,Mixed,2.9,2024-07-26,2024-07-28,1000,New Hampshire,Donald Trump,47.6,7,registered voters,100
Emerson College,Mixed,2.9,2024-07-26,2024-07-28,1000,New Hampshire,Kamala Harris,47.7,7,registered voters,100
Emerson College,Mixed,2.9,2024-07-26,2024-07-28,1000,New Hampshire,Donald Trump,41.4,7,registered voters,100
University of North Florida Public Opinion Research Lab,Mixed,2.8,2024-07-24,2024-07-27,774,Florida,Kamala Harris,42,10,likely voters,101
University of North Florida Public Opinion Research Lab,Mixed,2.8,2024-07-24,2024-07-27,774,Florida,Donald Trump,49,10,likely voters,101
Ipsos,Probability Panel,2.8,2024-07-24,2024-07-25,1238,National,Kamala Harris,38,9.5,adults,103
Ipsos,Probability Panel,2.8,2024-07-24,2024-07-25,1238,National,Donald Trump,38,9.5,adults,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,1445,Maine,Kamala Harris,48,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,1445,Maine,Donald Trump,40,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,1445,Maine,Kamala Harris,54,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,1445,Maine,Donald Trump,45,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,2875,New Hampshire,Kamala Harris,49,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,2875,New Hampshire,Donald Trump,43,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,2875,New Hampshire,Kamala Harris,53,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,2875,New Hampshire,Donald Trump,46,10,likely voters,103
SurveyUSA,Online Panel,2.8,2024-07-23,2024-07-25,656,Minnesota,Kamala Harris,50,8,likely voters,103
SurveyUSA,Online Panel,2.8,2024-07-23,2024-07-25,656,Minnesota,Donald Trump,40,8,likely voters,103
AtlasIntel,Online Ad,2.7,2024-07-23,2024-07-25,1980,National,Kamala Harris,48,6,registered voters,103
AtlasIntel,Online Ad,2.7,2024-07-23,2024-07-25,1980,National,Donald Trump,50.1,6,registered voters,103
AtlasIntel,Online Ad,2.7,2024-07-23,2024-07-25,1980,National,Kamala Harris,46.1,6,registered voters,103
AtlasIntel,Online Ad,2.7,2024-07-23,2024-07-25,1980,National,Donald Trump,47.7,6,registered voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,732,Maine,Kamala Harris,56,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,732,Maine,Donald Trump,36,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,732,Maine,Kamala Harris,60,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,732,Maine,Donald Trump,39,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,701,Maine,Kamala Harris,40,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,701,Maine,Donald Trump,44,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,701,Maine,Kamala Harris,49,10,likely voters,103
University of New Hampshire Survey Center,Mixed,2.6,2024-07-23,2024-07-25,701,Maine,Donald Trump,51,10,likely voters,103
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Kamala Harris,46,9,registered voters,104
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Donald Trump,48,9,registered voters,104
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Kamala Harris,47,9,likely voters,104
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Donald Trump,48,9,likely voters,104
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Kamala Harris,42,9,registered voters,104
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Donald Trump,42,9,registered voters,104
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Kamala Harris,44,9,likely voters,104
The New York Times/Siena College,Live Phone,3,2024-07-22,2024-07-24,1142,National,Donald Trump,43,9,likely voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1046,Wisconsin,Kamala Harris,46,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1046,Wisconsin,Donald Trump,46,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1046,Wisconsin,Kamala Harris,49,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1046,Wisconsin,Donald Trump,50,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1046,Wisconsin,Donald Trump,50,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1046,Wisconsin,Donald Trump,49,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1034,Pennsylvania,Kamala Harris,45,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1034,Pennsylvania,Donald Trump,43,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1034,Pennsylvania,Kamala Harris,49,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1034,Pennsylvania,Donald Trump,49,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1034,Pennsylvania,Donald Trump,49,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1034,Pennsylvania,Donald Trump,44,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1071,Minnesota,Kamala Harris,47,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1071,Minnesota,Donald Trump,41,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1071,Minnesota,Kamala Harris,52,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1071,Minnesota,Donald Trump,46,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1071,Minnesota,Donald Trump,46,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1071,Minnesota,Donald Trump,45,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1012,Michigan,Kamala Harris,43,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1012,Michigan,Donald Trump,45,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1012,Michigan,Kamala Harris,49,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1012,Michigan,Donald Trump,49,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1012,Michigan,Donald Trump,46,9,registered voters,104
Beacon Research/Shaw & Co. Research,Mixed,2.8,2024-07-22,2024-07-24,1012,Michigan,Donald Trump,48,9,registered voters,104
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1241,National,Kamala Harris,39,9.5,adults,105
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1241,National,Donald Trump,39,9.5,adults,105
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1018,National,Kamala Harris,44,9.5,registered voters,105
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1018,National,Donald Trump,42,9.5,registered voters,105
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1241,National,Kamala Harris,37,9.5,adults,105
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1241,National,Donald Trump,34,9.5,adults,105
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1018,National,Kamala Harris,42,9.5,registered voters,105
Ipsos,Probability Panel,2.8,2024-07-22,2024-07-23,1018,National,Donald Trump,38,9.5,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Arizona,Kamala Harris,47.4,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Arizona,Donald Trump,52.6,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Arizona,Kamala Harris,39.8,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Arizona,Donald Trump,47.5,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Georgia,Kamala Harris,48.9,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Georgia,Donald Trump,51.1,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Georgia,Kamala Harris,43.3,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Georgia,Donald Trump,45.9,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Michigan,Kamala Harris,49.1,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Michigan,Donald Trump,50.9,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Michigan,Kamala Harris,43.8,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,800,Michigan,Donald Trump,44.1,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,845,Wisconsin,Kamala Harris,50.6,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,845,Wisconsin,Donald Trump,49.4,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,845,Wisconsin,Kamala Harris,45.4,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,845,Wisconsin,Donald Trump,44.9,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,850,Pennsylvania,Kamala Harris,48.9,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,850,Pennsylvania,Donald Trump,51.1,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,850,Pennsylvania,Kamala Harris,44.3,7,registered voters,105
Emerson College,Mixed,2.9,2024-07-22,2024-07-23,850,Pennsylvania,Donald Trump,46.1,7,registered voters,105
YouGov,Online Panel,3,2024-07-22,2024-07-23,1155,National,Kamala Harris,44,9,likely voters,105
YouGov,Online Panel,3,2024-07-22,2024-07-23,1155,National,Donald Trump,46,9,likely voters,105
YouGov,Online Panel,3,2024-07-21,2024-07-23,1435,National,Kamala Harris,41,9,registered voters,105
YouGov,Online Panel,3,2024-07-21,2024-07-23,1435,National,Donald Trump,44,9,registered voters,105
Marist College,Online Panel,2.9,2024-07-22,2024-07-22,1117,National,Kamala Harris,45,7,registered voters,106
Marist College,Online Panel,2.9,2024-07-22,2024-07-22,1117,National,Donald Trump,46,7,registered voters,106
Marist College,Online Panel,2.9,2024-07-22,2024-07-22,1117,National,Kamala Harris,42,7,registered voters,106
Marist College,Online Panel,2.9,2024-07-22,2024-07-22,1117,National,Donald Trump,42,7,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Donald Trump,43,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1115,National,Donald Trump,45,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Kamala Harris,41,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Donald Trump,43,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Kamala Harris,46,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Donald Trump,46,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Donald Trump,46,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Donald Trump,46,9,registered voters,106
YouGov,Online Panel,3,2024-07-19,2024-07-22,1178,National,Donald Trump,46,9,registered voters,106
Echelon Insights,Online Panel,2.7,2024-07-19,2024-07-21,982,National,Donald Trump,49,9,likely voters,107
Echelon Insights,Online Panel,2.7,2024-07-19,2024-07-21,982,National,Donald Trump,48,9,likely voters,107
Echelon Insights,Online Panel,2.7,2024-07-19,2024-07-21,982,National,Donald Trump,43,9,likely voters,107
Echelon Insights,Online Panel,2.7,2024-07-19,2024-07-21,982,National,Donald Trump,49,9,likely voters,107
Echelon Insights,Online Panel,2.7,2024-07-19,2024-07-21,982,National,Donald Trump,48,9,likely voters,107
Echelon Insights,Online Panel,2.7,2024-07-19,2024-07-21,982,National,Donald Trump,50,9,likely voters,107
Quinnipiac University,Live Phone,2.8,2024-07-19,2024-07-21,1257,National,Donald Trump,48,9,registered voters,107
Quinnipiac University,Live Phone,2.8,2024-07-19,2024-07-21,1257,National,Donald Trump,44,9,registered voters,107
Quinnipiac University,Live Phone,2.8,2024-07-19,2024-07-21,1257,National,Donald Trump,49,9,registered voters,107
Quinnipiac University,Live Phone,2.8,2024-07-19,2024-07-21,1257,National,Donald Trump,45,9,registered voters,107
YouGov,Online Panel,3,2024-07-16,2024-07-18,2241,National,Donald Trump,52,9,likely voters,110
YouGov,Online Panel,3,2024-07-16,2024-07-18,2240,National,Donald Trump,51,9,likely voters,110
Suffolk University,Live Phone,2.9,2024-07-16,2024-07-18,500,Massachusetts,Donald Trump,29,8,registered voters,110
Ipsos,Probability Panel,2.8,2024-07-15,2024-07-16,992,National,Donald Trump,43,9.5,registered voters,112
Ipsos,Probability Panel,2.8,2024-07-15,2024-07-16,1202,National,Donald Trump,39,9.5,adults,112
Ipsos,Probability Panel,2.8,2024-07-15,2024-07-16,1202,National,Donald Trump,36,9.5,adults,112
Ipsos,Probability Panel,2.8,2024-07-15,2024-07-16,992,National,Donald Trump,40,9.5,registered voters,112
Ipsos,Probability Panel,2.8,2024-07-15,2024-07-16,1202,National,Donald Trump,40,9.5,adults,112
Ipsos,Probability Panel,2.8,2024-07-15,2024-07-16,992,National,Donald Trump,44,9.5,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,2000,National,Donald Trump,46.2,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,2000,National,Donald Trump,43.8,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Arizona,Donald Trump,46.9,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Arizona,Donald Trump,45.6,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Georgia,Donald Trump,47.3,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Georgia,Donald Trump,43.7,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Michigan,Donald Trump,45.1,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Michigan,Donald Trump,42.6,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Nevada,Donald Trump,45.6,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Nevada,Donald Trump,42.9,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,North Carolina,Donald Trump,47.7,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,North Carolina,Donald Trump,47,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Pennsylvania,Donald Trump,47.6,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Pennsylvania,Donald Trump,45.9,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Wisconsin,Donald Trump,47.6,7,registered voters,112
Emerson College,Mixed,2.9,2024-07-15,2024-07-16,1000,Wisconsin,Donald Trump,45.5,7,registered voters,112
YouGov,Online Panel,3,2024-07-13,2024-07-16,1404,National,Donald Trump,43,9,registered voters,112
YouGov,Online Panel,3,2024-07-13,2024-07-16,1404,National,Donald Trump,44,9,registered voters,112
Emerson College,Mixed,2.9,2024-07-14,2024-07-15,1000,Virginia,Donald Trump,50.4,7,registered voters,113
Emerson College,Mixed,2.9,2024-07-14,2024-07-15,1000,Virginia,Donald Trump,42.9,7,registered voters,113
Emerson College,Mixed,2.9,2024-07-14,2024-07-15,1000,Virginia,Donald Trump,46.7,7,registered voters,113
SurveyUSA,Online Panel,2.8,2024-07-12,2024-07-15,1098,National,Donald Trump,44,8,likely voters,113
SurveyUSA,Online Panel,2.8,2024-07-12,2024-07-15,1098,National,Donald Trump,45,8,likely voters,113
SurveyUSA,Online Panel,2.8,2024-07-12,2024-07-15,1098,National,Donald Trump,45,8,likely voters,113
SurveyUSA,Online Panel,2.8,2024-07-12,2024-07-15,1098,National,Donald Trump,46,8,likely voters,113
SurveyUSA,Online Panel,2.8,2024-07-10,2024-07-13,708,Washington,Donald Trump,36,8,likely voters,115
SurveyUSA,Online Panel,2.8,2024-07-10,2024-07-13,708,Washington,Donald Trump,36,8,likely voters,115
YouGov,Online Panel,3,2024-07-07,2024-07-09,1443,National,Donald Trump,43,9,registered voters,119
YouGov,Online Panel,3,2024-07-07,2024-07-09,1443,National,Donald Trump,42,9,registered voters,119
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-07-07,2024-07-09,800,National,Donald Trump,45,4,registered voters,119
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-07-07,2024-07-09,800,National,Donald Trump,40,4,registered voters,119
Hart Research Associates/Public Opinion Strategies,Live Phone,2.6,2024-07-07,2024-07-09,800,National,Donald Trump,47,4,registered voters,119
Ipsos,Probability Panel,2.8,2024-07-05,2024-07-09,2041,National,Donald Trump,46,9.5,registered voters,119
Ipsos,Probability Panel,2.8,2024-07-05,2024-07-09,2041,National,Donald Trump,43,9.5,registered voters,119
Ipsos,Probability Panel,2.8,2024-07-05,2024-07-09,2041,National,Donald Trump,47,9.5,registered voters,119
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,50.2,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,43.7,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,49,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,48.3,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,47.8,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,48.9,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,48,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,48.3,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,46.9,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,48.6,7,registered voters,120
Emerson College,Mixed,2.9,2024-07-07,2024-07-08,1370,National,Donald Trump,46.3,7,registered voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,601,Arizona,Donald Trump,48,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,601,Arizona,Donald Trump,41,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,608,Georgia,Donald Trump,49,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,608,Georgia,Donald Trump,45,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,607,Michigan,Donald Trump,48,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,607,Michigan,Donald Trump,43,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,610,North Carolina,Donald Trump,47,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,610,North Carolina,Donald Trump,43,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,612,Pennsylvania,Donald Trump,47,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,612,Pennsylvania,Donald Trump,42,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,617,Wisconsin,Donald Trump,47,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,617,Wisconsin,Donald Trump,43,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,402,Nevada,Donald Trump,50,9,likely voters,120
Echelon Insights,Online Panel,2.7,2024-07-01,2024-07-08,402,Nevada,Donald Trump,45,9,likely voters,120
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,892,National,Donald Trump,40,9.5,registered voters,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,892,National,Donald Trump,39,9.5,registered voters,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,892,National,Donald Trump,43,9.5,registered voters,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,892,National,Donald Trump,40,9.5,registered voters,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,892,National,Donald Trump,41,9.5,registered voters,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,892,National,Donald Trump,40,9.5,registered voters,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,892,National,Donald Trump,42,9.5,registered voters,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,1070,National,Donald Trump,36,9.5,adults,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,1070,National,Donald Trump,39,9.5,adults,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,1070,National,Donald Trump,35,9.5,adults,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,1070,National,Donald Trump,38,9.5,adults,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,1070,National,Donald Trump,37,9.5,adults,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,1070,National,Donald Trump,38,9.5,adults,126
Ipsos,Probability Panel,2.8,2024-07-01,2024-07-02,1070,National,Donald Trump,37,9.5,adults,126
YouGov,Online Panel,3,2024-06-30,2024-07-02,1392,National,Donald Trump,42,9,registered voters,126
YouGov,Online Panel,3,2024-06-28,2024-07-02,2815,National,Donald Trump,50,9,likely voters,126
YouGov,Online Panel,3,2024-06-28,2024-07-02,2815,National,Donald Trump,44,9,likely voters,126
The New York Times/Siena College,Live Phone,3,2024-06-28,2024-07-02,1532,National,Donald Trump,49,9,registered voters,126
